1,1.644050121307373	1.1863296031951904	4.506557941436768	3.6592600345611572	1.0618754625320435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,1.644050121307373	1.1863296031951904	3.995732307434082	1.0618754625320435	4.218875885009766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,4.218875885009766	1.644050121307373	1.1863296031951904	3.6592600345611572	1.0618754625320435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,3.0402207374572754	1.1863296031951904	1.0618754625320435	3.813410758972168	1.644050121307373	4.506557941436768	4.218875885009766	4.506557941436768	4.506557941436768	4.506557941436768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,3.0402207374572754	1.1863296031951904	1.0618754625320435	3.6592600345611572	1.644050121307373	4.506557941436768	4.218875885009766	4.506557941436768	4.506557941436768	4.506557941436768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,1.0618754625320435	1.644050121307373	1.1863296031951904	3.995732307434082	1.7985076904296875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,1.1625189781188965	4.506557941436768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,1.1625189781188965	1.1863296031951904	4.506557941436768	3.6592600345611572	1.0618754625320435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,3.995732307434082	1.1863296031951904	4.218875885009766	4.299521446228027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,4.506557941436768	4.506557941436768	1.1863296031951904	1.0618754625320435	1.644050121307373	4.506557941436768	2.8325815200805664	4.506557941436768	4.506557941436768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,4.506557941436768	3.6592600345611572	4.506557941436768	1.1863296031951904	1.0618754625320435	1.644050121307373	4.506557941436768	4.506557941436768	4.506557941436768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,6.946649551391602	3.6592600345611572	3.525728702545166	3.525728702545166	1.0618754625320435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,3.0402207374572754	1.0618754625320435	3.525728702545166	4.218875885009766	1.1625189781188965	1.1863296031951904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,7.307307243347168	1.0618754625320435	4.218875885009766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,1.644050121307373	1.1863296031951904	1.0618754625320435	1.597836971282959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,3.0402207374572754	4.506557941436768	1.1863296031951904	1.0618754625320435	1.1625189781188965	4.506557941436768	4.506557941436768	4.506557941436768	4.506557941436768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,3.0402207374572754	4.506557941436768	1.1863296031951904	1.0618754625320435	1.1625189781188965	4.506557941436768	4.506557941436768	4.506557941436768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,3.6592600345611572	1.1863296031951904	1.0618754625320435	1.1625189781188965	4.218875885009766	3.525728702545166	4.218875885009766	3.525728702545166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,1.0618754625320435	1.644050121307373	1.1863296031951904	4.506557941436768	1.7985076904296875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,1.7985076904296875	1.0618754625320435	6.37323522567749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,6.37323522567749	4.506557941436768	1.1625189781188965	6.37323522567749	4.506557941436768	3.995732307434082	4.506557941436768	4.506557941436768	4.506557941436768	5.966391563415527	4.506557941436768	4.506557941436768	4.218875885009766	4.506557941436768	5.966391563415527	4.506557941436768	4.506557941436768	6.37323522567749	0.0	0.0	
1,1.644050121307373	1.1863296031951904	3.6592600345611572	1.0618754625320435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,2.8325815200805664	1.644050121307373	1.1863296031951904	3.0402207374572754	1.0618754625320435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,1.1625189781188965	1.1863296031951904	3.0402207374572754	4.218875885009766	1.0618754625320435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,1.1863296031951904	1.1625189781188965	4.506557941436768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,4.819562911987305	3.4079456329345703	1.0618754625320435	1.7985076904296875	3.4079456329345703	4.506557941436768	3.4079456329345703	4.506557941436768	3.4079456329345703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,4.819562911987305	3.4079456329345703	1.0618754625320435	2.8325815200805664	3.4079456329345703	4.506557941436768	3.4079456329345703	4.506557941436768	3.4079456329345703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,1.644050121307373	1.1863296031951904	3.6592600345611572	1.0618754625320435	3.0402207374572754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,1.644050121307373	1.1863296031951904	3.6592600345611572	4.506557941436768	1.0618754625320435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,3.0402207374572754	4.506557941436768	1.0618754625320435	5.966391563415527	4.506557941436768	4.506557941436768	4.506557941436768	3.813410758972168	4.506557941436768	4.218875885009766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,3.0402207374572754	4.506557941436768	1.0618754625320435	5.966391563415527	4.506557941436768	4.506557941436768	4.506557941436768	3.813410758972168	4.506557941436768	4.218875885009766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,1.1863296031951904	1.0618754625320435	1.1625189781188965	4.218875885009766	3.525728702545166	4.506557941436768	4.218875885009766	3.525728702545166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,1.0618754625320435	1.644050121307373	1.1863296031951904	3.995732307434082	1.7985076904296875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,1.6539264917373657	3.6592600345611572	1.1863296031951904	1.644050121307373	1.0618754625320435	1.6539264917373657	1.6539264917373657	1.6539264917373657	1.597836971282959	1.6539264917373657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,4.506557941436768	4.506557941436768	1.1863296031951904	1.0618754625320435	3.813410758972168	1.1625189781188965	4.506557941436768	4.506557941436768	4.506557941436768	4.506557941436768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,1.6539264917373657	1.6539264917373657	1.644050121307373	1.0618754625320435	1.1863296031951904	1.6539264917373657	1.6539264917373657	1.597836971282959	2.8325815200805664	1.6539264917373657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,3.525728702545166	1.644050121307373	1.0618754625320435	1.7985076904296875	1.1863296031951904	3.995732307434082	3.525728702545166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,3.525728702545166	1.1625189781188965	1.0618754625320435	3.6592600345611572	1.1863296031951904	3.525728702545166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,1.6539264917373657	1.1863296031951904	1.644050121307373	1.0618754625320435	1.6539264917373657	1.7985076904296875	1.6539264917373657	1.6539264917373657	1.597836971282959	1.6539264917373657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,4.819562911987305	3.4079456329345703	1.0618754625320435	3.6592600345611572	3.6592600345611572	3.4079456329345703	3.4079456329345703	3.525728702545166	3.4079456329345703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,4.819562911987305	3.4079456329345703	1.0618754625320435	3.6592600345611572	3.6592600345611572	3.4079456329345703	3.4079456329345703	3.525728702545166	3.4079456329345703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,4.819562911987305	3.4079456329345703	1.0618754625320435	3.6592600345611572	3.6592600345611572	3.4079456329345703	3.4079456329345703	3.525728702545166	3.4079456329345703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,4.819562911987305	3.4079456329345703	1.0618754625320435	3.6592600345611572	3.6592600345611572	3.4079456329345703	3.4079456329345703	3.525728702545166	3.4079456329345703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,4.819562911987305	3.4079456329345703	1.0618754625320435	3.6592600345611572	3.6592600345611572	3.4079456329345703	3.4079456329345703	3.525728702545166	3.4079456329345703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1,4.819562911987305	3.4079456329345703	1.0618754625320435	3.6592600345611572	3.6592600345611572	3.4079456329345703	3.4079456329345703	3.525728702545166	3.4079456329345703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
